donor_id,name,blood_type,segment,rfm_score,recommendation_score,expected_response_rate,city,email,expected_donation
D07622,Tim Robinson,O+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Bhopal,maryvelasquez@example.net,0.35
D08282,Derek Lee,A+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Pune,hendrixjeremiah@example.org,0.35
D09616,Haley Jones,A+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Mumbai,ohenderson@example.org,0.35
D08298,Joseph Juarez,B+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Bhopal,thomasphillips@example.net,0.35
D04034,Ashley Ramos,O+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Mumbai,bakerricardo@example.net,0.35
D05178,Tracy Atkinson,A+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Hyderabad,brandygarcia@example.com,0.35
D00653,Jessica Murphy,AB+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Chandigarh,angela40@example.org,0.35
D09634,Dr. Alejandro Keith,A+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Chandigarh,bwalker@example.com,0.35
D04042,Heather Miles,AB+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Delhi,ojones@example.org,0.35
D08323,Jennifer Hubbard,AB+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Bhopal,schmidtcharles@example.com,0.35
D08349,Sharon Patel DVM,O+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Jaipur,harveygabriel@example.net,0.35
D01663,Megan Holmes,O+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Chandigarh,ericamiller@example.com,0.35
D06298,Angela Lara,B+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Nagpur,jasonduncan@example.com,0.35
D09645,Carolyn Jones,O+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Jaipur,shannonhuynh@example.net,0.35
D06886,Daniel Freeman,A+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Hyderabad,xbutler@example.org,0.35
D00515,Veronica Lewis,B+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Nagpur,mirandacisneros@example.net,0.35
D00509,Joel Mcclure,B+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Chennai,cisnerosjesse@example.org,0.35
D06853,Virginia Wright,AB+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Pune,harryingram@example.com,0.35
D01845,Wayne Kelly,O+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Kolkata,castroanita@example.org,0.35
D07110,Charles Dorsey,O+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Ahmedabad,natashareynolds@example.com,0.35
D00372,Joseph Thomas,A+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Bhopal,edwardstiffany@example.com,0.35
D00371,Jonathan James,A+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Chandigarh,ilambert@example.net,0.35
D00368,Samuel Williams,B+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Kolkata,jburke@example.org,0.35
D05928,Willie Ware,A+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Indore,thomas26@example.org,0.35
D08915,Michael Martin,A+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Bhopal,nmorton@example.org,0.35
D04414,Dawn Jacobs,B+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Pune,kfrey@example.com,0.35
D06424,Jeremy Gamble,O+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Kochi,lewisamy@example.org,0.35
D06867,Alice Watson,O+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Nagpur,connor81@example.com,0.35
D00318,Cory Hogan,O+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Indore,kjimenez@example.net,0.35
D01906,Alyssa Morris,A+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Chandigarh,aaron48@example.com,0.35
D02493,William Fleming,O+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Indore,molly80@example.org,0.35
D04451,Holly Vang,A+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Delhi,richard12@example.net,0.35
D04472,Tiffany Floyd,A+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Mumbai,deanna56@example.com,0.35
D06433,George Zamora,O+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Bangalore,timothy08@example.org,0.35
D06778,Michael Underwood,B+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Ahmedabad,cgordon@example.net,0.35
D05741,Jennifer Lewis,O+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Kolkata,zallen@example.org,0.35
D04385,Jonathan Munoz,A+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Chandigarh,robertbarton@example.com,0.35
D09791,Julia Garcia,O+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Indore,icole@example.net,0.35
D08989,Jennifer Coleman,A+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Kolkata,phelpstara@example.com,0.35
D05943,Charles Martin,B+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Bhopal,gravescourtney@example.net,0.35
D07498,Michael Hernandez,O+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Chandigarh,dennismanning@example.org,0.35
D08405,Darren Wiley,O+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Pune,lauren84@example.com,0.35
D02675,Jacob Davis,B+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Chandigarh,lukemolina@example.com,0.35
D00497,Thomas Johnson,O+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Chennai,wcruz@example.net,0.35
D07476,Joshua Weaver,O+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Nagpur,alanhorn@example.com,0.35
D05122,Melissa Ibarra,B+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Mumbai,awilliams@example.org,0.35
D07467,Timothy Curtis,A+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Delhi,raymondlee@example.net,0.35
D00467,Lauren Reeves,A+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Lucknow,molinajared@example.net,0.35
D00449,Dana Johnson,O+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Delhi,crystal02@example.com,0.35
D04374,Chloe White,A+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Jaipur,michellehawkins@example.net,0.35
D08447,Nancy Brown,A+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Lucknow,christina86@example.org,0.35
D06400,Maurice Lawrence,A+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Mumbai,iwatson@example.org,0.35
D05939,Hailey Payne,A+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Kolkata,hallteresa@example.net,0.35
D02619,Samuel Carroll,B+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Pune,thomasmartin@example.com,0.35
D06409,Lauren Cohen,O+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Pune,christopherjarvis@example.net,0.35
D00405,Mark Harris,A+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Jaipur,nathanielgalloway@example.org,0.35
D08943,Sandra Blevins,B+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Lucknow,tfrederick@example.net,0.35
D06876,Karen Haynes DDS,O+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Chennai,kristin15@example.net,0.35
D08243,Jamie Vargas,A+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Bhopal,whiteanne@example.net,0.35
D06009,Stephanie Murray,O+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Kochi,haleyyoung@example.com,0.35
D06012,Erik Fitzpatrick,O+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Chennai,davidhall@example.com,0.35
D08078,Deanna Byrd,B+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Jaipur,theresa23@example.net,0.35
D06995,Patricia Cox,O+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Lucknow,higginsanthony@example.org,0.35
D03505,Andre Washington,O+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Nagpur,qmartin@example.com,0.35
D01292,Megan House,O+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Indore,andrewwalker@example.com,0.35
D06083,Brett French,A+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Kochi,millerkristen@example.net,0.35
D05371,Kenneth Choi,O+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Hyderabad,sheena13@example.org,0.35
D07004,Thomas Edwards,B+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Delhi,marypotter@example.net,0.35
D09424,Cristina Valencia,A+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Nagpur,williamcarson@example.net,0.35
D07005,John Weeks,B+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Kolkata,facosta@example.org,0.35
D03570,Mr. James Miles,B+,At Risk,0.5555555555555556,0.7444444444444445,0.35,Hyderabad,justinbrown@example.net,0.35
